day,date,gal_l,gal_b,Source,RA,Dec,Epoch,Vp,Integration time,Phase Calibrator,Sp
1,20/05/2010,345.505,0.348,345.505+0.348,,,,-17.8,,1740-517,
1,20/05/2010,345.807,-0.044,345.807-0.044,,,,-2,,1740-517,
1,20/05/2010,348.892,-0.18,348.892-0.180,,,,1.5,,1740-517,
1,20/05/2010,349.884,0.231,349.884+0.231,,,,16.2,,1740-517,
1,20/05/2010,0.212,-0.001,000.212-0.001,,,,49.3,,1830-210,
1,20/05/2010,2.143,0.009,002.143+0.009,,,,62.7,,1830-210,
1,20/05/2010,8.832,-0.028,008.832-0.028,,,,-3.8,,1830-210,
1,20/05/2010,12.025,-0.025,012.025-0.025,,,,108.3,,1830-210,
1,20/05/2010,14.521,0.155,014.521+0.155,,,,4.1,,1830-210,
2,21/05/2010,346.036,0.048,346.036+0.048,,,,-6.4,,1740-517,
2,21/05/2010,347.628,0.149,347.628+0.149,,,,-96.5,,1740-517,
2,21/05/2010,346.517,0.117,346.517+0.117,,,,-1.7,,1740-517,
2,21/05/2010,351.581,-0.353,351.581-0.353,,,,-94.2,,1740-517,
2,21/05/2010,352.584,-0.185,352.584-0.185,,,,-85.6,,1740-517,
2,21/05/2010,359.436,-0.104,359.436-0.104,,,,-53.6,,1740-517,
2,21/05/2010,3.442,-0.348,003.442-0.348,,,,-35,,1830-210,
2,21/05/2010,5.618,-0.082,005.618-0.082,,,,-27,,1830-210,
2,21/05/2010,6.189,-0.358,006.189-0.358,,,,-30.2,,1830-210,
2,21/05/2010,10.629,-0.333,010.629-0.333,,,,-0.4,,1830-210,
3,22/05/2010,345.198,-0.03,345.198-0.030,,,,-0.6,,1740-517,
3,22/05/2010,346.481,0.132,346.481+0.132,,,,-5.6,,1740-517,
3,22/05/2010,352.604,-0.225,352.604-0.225,,,,-81.8,,1740-517,
3,22/05/2010,353.363,-0.166,353.363-0.166,,,,-79,,1740-517,
3,22/05/2010,9.619,0.193,009.619+0.193,,,,5.4,,1830-210,
3,22/05/2010,13.696,-0.156,013.696-0.156,,,,99.4,,1830-210,
3,22/05/2010,14.101,0.087,014.101+0.087,,,,15.4,,1830-210,
4,23/05/2010,345.441,0.205,345.441+0.205,,,,0.9,,1740-517,
4,23/05/2010,348.654,0.244,348.654+0.244,,,,16.9,,1740-517,
4,23/05/2010,348.723,-0.078,348.723-0.078,,,,11.5,,1740-517,
4,23/05/2010,349.067,-0.017,349.067-0.017,,,,11.6,,1740-517,
4,23/05/2010,349.151,0.021,349.151+0.021,,,,14.6,,1740-517,
4,23/05/2010,350.116,0.22,350.116+0.220,,,,4.2,,1740-517,
4,23/05/2010,350.776,0.138,350.776+0.138,,,,38.7,,1740-517,
4,23/05/2010,354.496,0.083,354.496+0.083,,,,26.9,,1740-517,
5,24/05/2010,345.576,-0.225,345.576-0.225,,,,-126.8,,1740-517,
5,24/05/2010,347.583,0.213,347.583+0.213,,,,-102.5,,1740-517,
5,24/05/2010,348.027,0.106,348.027+0.106,,,,-121.3,,1740-517,
5,24/05/2010,356.662,-0.263,356.662-0.263,,,,-53.8,,1740-517,
5,24/05/2010,358.809,-0.085,358.809-0.085,,,,-56.2,,1740-517,
5,24/05/2010,7.166,0.131,007.166+0.131,,,,85.7,,1830-210,
6,31/05/2010,285.263,-0.05,285.263-0.050,,,,0.7,,1039-47,
6,31/05/2010,318.948,-0.196,318.948-0.196,,,,-34.6,,1431-48,
6,31/05/2010,338.461,-0.245,338.461-0.245,,,,-51.8,,1740-517,
6,31/05/2010,337.258,-0.101,337.258-0.101,,,,-69.4,,1740-517,
6,31/05/2010,337.916,-0.477,337.916-0.477,,,,-37.9,,1740-517,
6,31/05/2010,338.28,0.542,338.280+0.542,,,,-56.7,,1740-517,
6,31/05/2010,12.216,-0.119,012.216-0.119,,,,25,,1830-210,
7,11/12/2010,345.003,-0.223,345.003-0.223,17 05 10.89, -41 29 06.2,J2000,-23.1,30,1740-517,193.4
7,11/12/2010,345.01,1.792,345.010+1.792,16 56 47.58, -40 14 25.8,J2000,-21,30,1740-517,243.2
7,11/12/2010,345.131,-0.174,345.131-0.174,17 05 23.24, -41 21 10.9,J2000,-28.9,30,1740-517,4.4
7,11/12/2010,345.407,-0.952,345.407-0.952,17 09 35.42, -41 35 57.1,J2000,-14.3,30,1740-517,2.1
7,11/12/2010,345.949,-0.268,345.949-0.268,17 08 23.64, -40 45 21.5,J2000,-21.9,30,1740-517,1.5
7,11/12/2010,347.817,0.018,347.817+0.018,17 12 58.05, -39 04 56.1,J2000,-24.1,30,1740-517,2.9
7,11/12/2010,347.902,0.052,347.902+0.052,17 13 05.11, -38 59 35.5,J2000,-27.4,30,1740-517,5.5
7,11/12/2010,348.195,0.768,348.195+0.768,17 11 00.20, -38 20 05.5,J2000,-0.8,30,1740-517,4.9
7,11/12/2010,348.55,-0.979,348.550-0.979,17 19 20.41, -39 03 51.6,J2000,-10.6,30,1740-517,36.4
7,11/12/2010,345.205,0.317,345.205+0.317,17 03 32.87, -40 59 46.6,J2000,-63.5,30,1740-517,2.2
7,11/12/2010,345.985,-0.02,345.985-0.020,17 07 27.58, -40 34 43.6,J2000,-83.2,30,1740-517,1.4
7,11/12/2010,346.231,0.119,346.231+0.119,17 07 39.09, -40 17 53.2,J2000,-95,30,1740-517,1.4
7,11/12/2010,347.23,0.016,347.230+0.016,17 11 11.18, -39 33 27.2,J2000,-68.9,30,1740-517,1.2
7,11/12/2010,348.884,0.096,348.884+0.096,17 15 50.13, -38 10 12.4,J2000,-74.5,30,1740-517,12.9
8,12/12/2010,348.617,-1.162,348.617-1.162,17 20 18.65, -39 06 50.8,J2000,-11.4,30,1740-517,44.3
8,12/12/2010,349.579,-0.679,349.579-0.679,17 21 05.44, -38 02 54.7,J2000,-25,30,1740-517,5.9
8,12/12/2010,350.011,-1.342,350.011-1.342,17 25 06.54, -38 04 00.7,J2000,-25.8,30,1740-517,2
8,12/12/2010,350.015,0.433,350.015+0.433,17 17 45.45, -37 03 11.9,J2000,-30.3,30,1740-517,9
8,12/12/2010,350.47,0.029,350.470+0.029,17 20 43.24, -36 54 46.6,J2000,-6.3,30,1740-517,1
8,12/12/2010,350.52,-0.35,350.520-0.350,17 22 25.32, -37 05 13.4,J2000,-24.6,30,1740-517,1
8,12/12/2010,351.161,0.697,351.161+0.697,17 19 57.50, -35 57 52.8,J2000,-5.2,30,1740-517,12
8,12/12/2010,351.417,0.645,351.417+0.645,17 20 53.37, -35 47 01.2,J2000,-10.4,30,1740-517,3506
8,12/12/2010,351.775,-0.536,351.775-0.536,17 26 42.57, -36 09 17.6,J2000,1.3,30,1740-517,311.3
8,12/12/2010,349.799,0.108,349.799+0.108,17 18 27.74, -37 25 03.5,J2000,-64.7,30,1740-517,2.1
8,12/12/2010,350.104,0.084,350.104+0.084,17 19 26.68, -37 10 53.1,J2000,-68.1,30,1740-517,14.6
8,12/12/2010,350.34,0.141,350.340+0.141,17 19 53.43, -36 57 18.8,J2000,-58.4,30,1740-517,2.4
8,12/12/2010,351.382,-0.181,351.382-0.181,17 24 09.58, -36 16 49.3,J2000,-59.7,30,1740-517,16.9
9,13/12/2010,352.133,-0.944,352.133-0.944,17 29 22.23, -36 05 00.2,J2000,-7.7,30,1740-517,15.7
9,13/12/2010,353.216,-0.249,353.216-0.249,17 29 27.80, -34 47 47.3,J2000,-22.9,30,1740-517,0.7
9,13/12/2010,353.273,0.641,353.273+0.641,17 26 01.58, -34 15 15.4,J2000,-4.4,30,1740-517,12.7
9,13/12/2010,5.885,-0.393,005.885-0.393,18 00 30.65, -24 04 03.4,J2000,6.7,30,1830-210,1.3
9,13/12/2010,6.881,0.093,006.881+0.093,18 00 49.38, -22 57 42.6,J2000,-2.1,30,1830-210,3.2
9,13/12/2010,8.139,0.226,008.139+0.226,18 03 00.75, -21 48 09.9,J2000,19.9,30,1830-210,5.2
9,13/12/2010,8.317,-0.096,008.317-0.096,18 04 36.02, -21 48 19.6,J2000,47.1,30,1830-210,3
9,13/12/2010,8.669,-0.356,008.669-0.356,18 06 18.99, -21 37 32.2,J2000,39,30,1830-210,10.5
9,13/12/2010,8.872,-0.493,008.872-0.493,18 07 15.34, -21 30 53.7,J2000,23.3,30,1830-210,27.4
9,13/12/2010,9.215,-0.202,009.215-0.202,18 06 52.84, -21 04 27.5,J2000,45.6,30,1830-210,9.2
9,13/12/2010,9.986,-0.028,009.986-0.028,18 07 50.12, -20 18 56.5,J2000,42.2,30,1830-210,70.2
9,13/12/2010,10.205,-0.345,010.205-0.345,18 09 28.43, -20 16 42.5,J2000,7.2,30,1830-210,1.3
9,13/12/2010,10.287,-0.125,010.287-0.125,18 08 49.36, -20 05 59.0,J2000,4.5,30,1830-210,8.3
9,13/12/2010,10.886,0.123,010.886+0.123,18 09 07.98, -19 27 21.8,J2000,17.2,30,1830-210,12.2
9,13/12/2010,11.497,-1.485,011.497-1.485,18 16 22.13, -19 41 27.1,J2000,6.7,30,1830-210,61.8
10,9/01/2011,344.419,0.044,344.419+0.044,17 02 08.62, -41 47 10.3,J2000,-63.5,30,1740-517,1.5
10,9/01/2011,352.517,-0.155,352.517-0.155,17 27 11.34, -35 19 32.4,J2000,-51.2,30,1740-517,9.4
10,9/01/2011,352.083,0.167,352.083+0.167,17 24 41.22, -35 30 18.6,J2000,-66,30,1740-517,5.8
10,9/01/2011,351.661,0.172,351.661+0.172,17 23 21.25, -35 53 32.4,J2000,-43.7,30,1740-517,4.1
10,9/01/2011,353.429,-0.09,353.429-0.090,17 29 23.48, -34 31 50.3,J2000,-61.8,30,1740-517,13
10,9/01/2011,353.464,0.562,353.464+0.562,17 26 51.53, -34 08 25.7,J2000,-50.3,30,1740-517,12.8
10,9/01/2011,11.903,-0.102,011.903-0.102,18 12 02.70, -18 40 24.7,J2000,33.8,30,1830-210,11.6
10,9/01/2011,11.936,-0.616,011.936-0.616,18 14 00.89, -18 53 26.6,J2000,32.2,30,1830-210,49.3
10,9/01/2011,11.936,-0.15,011.936-0.150,18 12 17.29, -18 40 02.6,J2000,48.4,30,1830-210,2.3
10,9/01/2011,12.526,0.016,012.526+0.016,18 12 52.04, -18 04 13.6,J2000,42.5,30,1830-210,3.3
10,9/01/2011,12.776,0.128,012.776+0.128,18 12 57.57, -17 47 49.2,J2000,32.9,30,1830-210,0.9
10,9/01/2011,12.889,0.489,012.889+0.489,18 11 51.40, -17 31 29.6,J2000,39.2,30,1830-210,78.9
11,21/01/2011,330.283,0.493,330.283+0.493,16 03 43.06, -51 51 48.3,J2000,-88.6,30,1613-586,4.9
11,21/01/2011,330.226,0.29,330.226+0.290,16 04 18.94, -52 03 12.8,J2000,-75.4,30,1613-586,1.9
11,21/01/2011,331.059,0.375,331.059+0.375,16 07 56.84, -51 25 59.8,J2000,-82,30,1613-586,3.2
11,21/01/2011,331.134,0.156,331.134+0.156,16 09 15.17, -51 32 38.7,J2000,-72.2,30,1613-586,2
11,21/01/2011,331.71,0.603,331.710+0.603,16 10 01.77, -50 49 32.3,J2000,-73.3,30,1613-586,13
11,21/01/2011,331.425,0.264,331.425+0.264,16 10 09.36, -51 16 04.5,J2000,-88.8,25 on day 11 plus 6 on day 12,1613-586,18.8
11,21/01/2011,331.12,-0.118,331.120-0.118,16 10 23.04, -51 45 20.6,J2000,-93.2,30,1613-586,2.5
11,21/01/2011,331.278,-0.188,331.278-0.188,16 11 26.59, -51 41 56.7,J2000,-78.1,30,1613-586,104.7
11,21/01/2011,331.437,-0.304,331.437-0.304,16 12 42.00, -51 40 30.9,J2000,-89.8,30 on day 11 plus 6 on day 12,1613-586,8
11,21/01/2011,333.163,-0.101,333.163-0.101,16 19 42.67, -50 19 53.2,J2000,-95.2,30,1613-586,11.8
11,21/01/2011,334.933,-0.307,334.933-0.307,16 28 18.81, -49 12 57.6,J2000,-102.7,30,1613-586,6
11,21/01/2011,336.358,-0.137,336.358-0.137,16 33 29.17, -48 03 43.9,J2000,-73.5,30,1613-586,13.2
11,21/01/2011,336.809,0.119,336.809+0.119,16 34 11.11, -47 33 35.3,J2000,-81.7,30,1613-586,4.8
11,21/01/2011,336.864,0.005,336.864+0.005,16 34 54.44, -47 35 37.3,J2000,-76,30,1613-586,66.2
11,21/01/2011,336.983,-0.183,336.983-0.183,16 36 12.41, -47 37 58.2,J2000,-80.7,30,1613-586,14.9
11,21/01/2011,337.686,0.137,337.686+0.137,16 37 35.42, -46 53 47.6,J2000,-74.9,30,1613-586,0.7
11,21/01/2011,337.3,-0.874,337.300-0.874,16 40 31.34, -47 51 32.1,J2000,-88.4,30,1613-586,2
11,21/01/2011,339.064,0.152,339.064+0.152,16 42 49.56, -45 51 23.8,J2000,-85.6,30,1613-586,5.7
11,21/01/2011,337.613,-0.06,337.613-0.060,16 38 09.54, -47 04 59.9,J2000,-43,30 [also has 337.632-0.079 in field (vel -56.9)],1613-586,19.5
11,21/01/2011,339.476,0.185,339.476+0.185,16 44 13.79, -45 31 24.8,J2000,-87.3,30,1613-586,4.5
12,22/01/2011,339.582,-0.127,339.582-0.127,16 45 58.82, -45 38 47.2,J2000,-32.8,"30, also has 339.622-0.121 in field (vel -35.7)",1740-517,5.6
12,22/01/2011,340.118,-0.021,340.118-0.021,16 47 30.00, -45 10 12.1,J2000,-123.3,"30, check this one for 340.249-0.046",1740-517,1.1
12,22/01/2011,340.054,-0.244,340.054-0.244,16 48 13.89, -45 21 43.3,J2000,-59.7,30,1740-517,45.9
12,22/01/2011,339.949,-0.539,339.949-0.539,16 49 07.98, -45 37 58.3,J2000,-97.8,30,1740-517,70.5
12,22/01/2011,339.98,-0.538,339.980-0.538,16 49 14.73, -45 36 31.6,J2000,-89.5,30,1740-517,3
12,22/01/2011,340.249,-0.372,340.249-0.372,16 49 30.08, -45 17 44.4,J2000,-51.5,30,1740-517,0.8
12,22/01/2011,340.518,-0.152,340.518-0.152,16 49 31.36, -44 56 54.6,J2000,-48.2,30,1740-517,7.6
12,22/01/2011,340.785,-0.096,340.785-0.096,16 50 14.84, -44 42 26.3,J2000,-105.1,30,1740-517,119.9
12,22/01/2011,340.655,-0.235,340.655-0.235,16 50 22.89, -44 53 48.1,J2000,-21.6,30,1740-517,1.2
12,22/01/2011,341.367,0.336,341.367+0.336,16 50 28.22, -43 59 02.2,J2000,-80.5,30,1740-517,1.1
12,22/01/2011,339.681,-1.208,339.681-1.208,16 51 06.21, -46 16 02.8,J2000,-21.4,30,1740-517,70.2
12,22/01/2011,341.276,0.062,341.276+0.062,16 51 19.41, -44 13 44.5,J2000,-70.5,30,1740-517,5
12,22/01/2011,342.446,-0.072,342.446-0.072,16 55 59.94, -43 24 22.5,J2000,-20.2,30(last 6 at low el <20),1740-517,1.6
12,22/01/2011,342.954,-0.019,342.954-0.019,16 57 30.66, -42 58 34.8,J2000,-4.1,30(last 6 at low el <20),1740-517,2.1
12,22/01/2011,344.227,-0.569,344.227-0.569,17 04 07.78, -42 18 39.5,J2000,-19.8,30(last 6 at el <20 + no ant 3 if2) plus 6 [no ant 2] on day 13,1740-517,83.6
12,22/01/2011,353.378,0.438,353.378+0.438,17 27 07.59, -34 16 50.5,J2000,-15.7,30(last 6 at el <20 + no ant 3 if2) plus 6 [no ant 2] on day 13,1740-517,1.1
12,22/01/2011,353.41,-0.36,353.410-0.360,17 30 26.18, -34 41 45.6,J2000,-20.3,30(last 6 at el <20 + no ant 3 if2) plus 6 [no ant 2] on day 13,1740-517,109.1
12,22/01/2011,354.615,0.472,354.615+0.472,17 30 17.13, -33 13 55.1,J2000,-24.4,27(last 6 at el <20 + no ant 3 if2) plus 6 [no ant 2] on day 13,1740-517,185.8
12,22/01/2011,354.206,-0.038,354.206-0.038,17 31 15.01, -33 51 15.1,J2000,-37.1,24 plus 6 [no ant 2] on day 13,1740-517,1.4
13,23/01/2011,337.176,-0.032,337.176-0.032,16 36 18.84, -47 23 19.8,J2000,-64.7,"18 [no ant 2], 12 [with ant 2]",1613-586,6.8
13,23/01/2011,337.388,-0.21,337.388-0.210,16 37 56.01, -47 21 01.2,J2000,-56.3,"18 [no ant 2], 12 [with ant 2]",1613-586,24.4
13,23/01/2011,337.966,-0.169,337.966-0.169,16 40 01.09, -46 53 34.5,J2000,-59.5,"18 [no ant 2], 12 [with ant 2]",1613-586,9.5
13,23/01/2011,338.16,-0.064,338.160-0.064,16 40 18.70, -46 40 37.8,J2000,-66.1,"18 [no ant 2], 12 [with ant 2]",1613-586,2.3
13,23/01/2011,338.85,0.409,338.850+0.409,16 40 54.29, -45 50 52.0,J2000,-55.7,"18 [no ant 2], 12 [with ant 2]",1613-586,1.4
13,23/01/2011,339.053,-0.315,339.053-0.315,16 44 48.99, -46 10 13.0,J2000,-111.7,"18 [no ant 2], 12 [with ant 2]",1613-586,126
13,23/01/2011,337.132,-0.068,337.132-0.068,16 36 17.67, -47 26 41.0,J2000,-60.5,"18 [no ant 2], 12 [with ant 2] plus 6 on day 12",1613-586,2.4
13,23/01/2011,337.153,-0.395,337.153-0.395,16 37 48.86, -47 38 56.5,J2000,-49.4,"18 [no ant 2], 12 [with ant 2] plus 6 on day 12",1613-586,22.1
13,23/01/2011,15.607,-2.55,015.607-2.550,18 19 59.34, -15 29 22.8,J2000,66,12 [no ant 2] 18 [with ant 2],1830-210,0.9
13,23/01/2011,15.665,-0.499,015.665-0.499,18 20 59.75, -15 33 10.0,J2000,-2.9,12 [no ant 2] 18 [with ant 2],1830-210,47.7
13,23/01/2011,16.112,-0.303,016.112-0.303,18 21 09.14, -15 04 00.6,J2000,34.5,12 [no ant 2] 18 [with ant 2],1830-210,2.2
13,23/01/2011,16.662,-0.331,016.662-0.331,18 22 19.46, -14 35 39.1,J2000,43,12 [no ant 2] 18 [with ant 2],1830-210,2.6
13,23/01/2011,16.831,0.079,016.831+0.079,18 21 09.53, -14 15 08.6,J2000,58.7,12 [no ant 2] 18 [with ant 2],1830-210,4.4
13,23/01/2011,16.855,0.641,016.855+0.641,18 19 09.57, -13 57 57.5,J2000,24.2,12 [no ant 2] 18 [with ant 2],1830-210,1.5
13,23/01/2011,16.864,-2.159,016.864-2.159,18 29 24.42, -15 16 04.5,J2000,14.6,"6 [no ant 2], 24 [with ant 2] last 6 at low el <20",1830-210,23
13,23/01/2011,16.976,-0.005,016.976-0.005,18 21 44.68, -14 09 48.5,J2000,6.6,"6 [no ant 2], 24 [with ant 2] last 6 at low el <20",1830-210,0.7
13,23/01/2011,17.021,-2.403,017.021-2.403,18 30 36.30, -15 14 28.5,J2000,23.3,"6 [no ant 2], 24 [with ant 2] last 6 at low el <20",1830-210,3.7
13,23/01/2011,17.029,-0.071,017.029-0.071,18 22 05.21, -14 08 51.0,J2000,91.4,"6 [no ant 2], 24 [with ant 2] last 6 at very low el <15, plus 6 low el day 14",1830-210,1.7
14,24/01/2011,17.862,0.074,017.862+0.074,18 23 10.10, -13 20 40.8,J2000,110.5,30,1830-210,1.4
14,24/01/2011,18.073,0.077,018.073+0.077,18 23 33.99, -13 09 25.5,J2000,46.1,30,1830-210,4.1
14,24/01/2011,18.262,-0.244,018.262-0.244,18 25 05.70, -13 08 23.2,J2000,74.2,30,1830-210,23
14,24/01/2011,18.44,0.045,018.440+0.045,18 24 23.32, -12 50 52.1,J2000,61.8,30,1830-210,2.5
14,24/01/2011,18.667,0.025,018.667+0.025,18 24 53.78, -12 39 20.4,J2000,76.6,30,1830-210,8.8
14,24/01/2011,18.735,-0.227,018.735-0.227,18 25 56.46, -12 42 50.0,J2000,38.2,30,1830-210,3.6
14,24/01/2011,18.874,0.053,018.874+0.053,18 25 11.34, -12 27 36.8,J2000,38.7,30,1830-210,9.8
14,24/01/2011,18.888,-0.475,018.888-0.475,18 27 07.85, -12 41 35.9,J2000,56.4,30,1830-210,5.6
14,24/01/2011,19.009,-0.029,019.009-0.029,18 25 44.78, -12 22 46.1,J2000,55.4,30,1830-210,20.4
14,24/01/2011,19.025,-0.259,019.025-0.259,18 26 36.59, -12 28 20.2,J2000,69.4,30,1830-210,1
14,24/01/2011,19.249,0.267,019.249+0.267,18 25 08.02, -12 01 42.2,J2000,19.8,30,1830-210,3.3
14,24/01/2011,19.365,-0.03,019.365-0.030,18 26 25.79, -12 03 52.0,J2000,25.3,30,1830-210,34.2
14,24/01/2011,19.472,0.17,019.472+0.170,18 25 54.72, -11 52 33.0,J2000,21.7,30,1830-210,15.1
14,24/01/2011,19.609,-0.234,019.609-0.234,18 27 37.99, -11 56 37.6,J2000,40.2,30 last 6 at low el <=20,1830-210,1
15,25/01/2011,340.034,-1.11,340.034-1.110,16 51 58.07, -45 55 56.5,J2000,-27.6,30,1740-517,8.3
15,25/01/2011,341.124,-0.361,341.124-0.361,16 52 36.76, -44 36 52.7,J2000,-37.2,30,1740-517,1.8
15,25/01/2011,341.973,0.233,341.973+0.233,16 53 02.98, -43 34 54.7,J2000,-11.5,30,1740-517,3.6
15,25/01/2011,342.251,0.308,342.251+0.308,16 53 41.86, -43 19 09.8,J2000,-122.7,30,1740-517,2
15,25/01/2011,342.338,0.305,342.338+0.305,16 54 00.71, -43 15 12.3,J2000,-110.2,30 [for last 6 ant 6 IF 1 playing up will need flagging],1740-517,1.1
15,25/01/2011,341.99,-0.103,341.990-0.103,16 54 32.89, -43 46 51.4,J2000,-37,30 [for last 6 ant 6 IF 1 playing up will need flagging],1740-517,1.3
15,25/01/2011,340.97,-1.022,340.970-1.022,16 54 57.32, -45 09 05.2,J2000,-31.3,30 [for last 6 ant 6 IF 1 playing up will need flagging],1740-517,10.1
15,25/01/2011,342.484,0.183,342.484+0.183,16 55 02.30, -43 12 59.8,J2000,-41.9,30 [for last 6 ant 6 IF 1 playing up will need flagging],1740-517,62.1
15,25/01/2011,343.929,0.125,343.929+0.125,17 00 10.91, -42 07 19.3,J2000,14.5,30 [for last 6 ant 6 IF 1 playing up will need flagging],1740-517,8.8
15,25/01/2011,343.756,-0.163,343.756-0.163,17 00 49.89, -42 26 08.2,J2000,-30.8,30,1740-517,3.5
15,25/01/2011,343.502,-0.472,343.502-0.472,17 01 18.40, -42 49 36.8,J2000,-42,30,1740-517,4.5
15,25/01/2011,344.421,0.045,344.421+0.045,17 02 08.77, -41 46 58.5,J2000,-71.5,30,1740-517,16.7
15,25/01/2011,349.092,0.105,349.092+0.105,17 16 24.74, -37 59 47.2,J2000,-76.6,30 plus 6 mins on day 10,1740-517,23.1
15,25/01/2011,352.855,-0.201,352.855-0.201,17 28 17.59, -35 04 12.9,J2000,-51.3,30 plus 6 mins on day 10,1740-517,1.5
15,25/01/2011,353.537,-0.091,353.537-0.091,17 29 41.25, -34 26 28.4,J2000,-56.6,30 plus 6 mins on day 10,1740-517,2.3
15,25/01/2011,352.624,-1.077,352.624-1.077,17 31 15.31, -35 44 47.7,J2000,5.8,30,1740-517,21
15,25/01/2011,355.642,0.398,355.642+0.398,17 33 15.40, -32 24 46.8,J2000,-7.9,24 plus 4 mins very low el <15 on  day 16 with delay jumps,1740-517,1.9
15,25/01/2011,355.343,0.148,355.343+0.148,17 33 28.84, -32 48 00.2,J2000,5.8,24,1740-517,1.2
16,26/01/2011,337.997,0.136,337.997+0.136,16 38 48.50, -46 39 57.5,J2000,-32,30,1740-517,5.1
16,26/01/2011,338.287,0.12,338.287+0.120,16 40 00.13, -46 27 37.1,J2000,-40,30,1740-517,20.5
16,26/01/2011,338.325,-0.409,338.325-0.409,16 42 27.53, -46 46 54.3,J2000,-26.7,30,1740-517,1.3
16,26/01/2011,338.392,-0.403,338.392-0.403,16 42 41.27, -46 43 39.0,J2000,-33.6,30,1740-517,3.3
16,26/01/2011,338.396,-0.007,338.396-0.007,16 40 58.41, -46 27 47.8,J2000,-48.8,30,1740-517,3.6
16,26/01/2011,338.902,0.394,338.902+0.394,16 41 10.06, -45 49 05.4,J2000,-26.2,30,1740-517,1.7
16,26/01/2011,338.935,-0.062,338.935-0.062,16 43 16.01, -46 05 40.2,J2000,-41.9,30,1740-517,42.6
16,26/01/2011,339.762,0.054,339.762+0.054,16 45 51.56, -45 23 32.6,J2000,-51,30,1740-517,11.7
16,26/01/2011,339.909,0.24,339.909+0.240,16 45 36.17, -45 09 36.5,J2000,-12.3,30,1740-517,1.1
16,26/01/2011,355.538,-0.105,355.538-0.105,17 34 59.60, -32 46 22.7,J2000,3.8,30,1830-210,1.5
16,26/01/2011,357.922,-0.377,357.922-0.377,17 41 54.94, -30 52 55.1,J2000,-4.6,30,1830-210,1.5
16,26/01/2011,0.092,-0.663,000.092-0.663,17 48 25.90, -29 12 05.9,J2000,23.8,30,1830-210,24.8
16,26/01/2011,0.376,0.04,000.376+0.040,17 46 21.41, -28 35 40.0,J2000,37.1,30,1830-210,2.3
16,26/01/2011,0.475,-0.01,000.475-0.010,17 46 47.07, -28 32 06.9,J2000,28.8,30,1830-210,3.4
16,26/01/2011,0.836,0.184,000.836+0.184,17 46 52.86, -28 07 34.8,J2000,3.5,30,1830-210,9
16,26/01/2011,0.315,-0.201,000.315-0.201,17 47 09.13, -28 46 15.7,J2000,19.4,30 [last 6 at low el <20],1830-210,72.2
16,26/01/2011,0.645,-0.042,000.645-0.042,17 47 18.65, -28 24 25.0,J2000,49.5,30 [last 6 at low el <20],1830-210,76.1
17,27/01/2011,334.138,-0.023,334.138-0.023,16 23 39.56, -49 35 15.2,J2000,-31.2,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,3.9
17,27/01/2011,334.635,-0.015,334.635-0.015,16 25 45.73, -49 13 37.4,J2000,-30.1,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,66.4
17,27/01/2011,334.935,-0.098,334.935-0.098,16 27 24.25, -49 04 11.3,J2000,-19.6,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,4.6
17,27/01/2011,335.06,-0.427,335.060-0.427,16 29 23.13, -49 12 27.1,J2000,-31.1,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,78
17,27/01/2011,335.426,-0.24,335.426-0.240,16 30 05.58, -48 48 44.8,J2000,-50.6,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,91.2
17,27/01/2011,335.726,0.191,335.726+0.191,16 29 27.37, -48 17 53.2,J2000,-44.4,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,75.4
17,27/01/2011,335.824,-0.177,335.824-0.177,16 31 28.33, -48 28 49.2,J2000,-26.1,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,1.4
17,27/01/2011,336.018,-0.827,336.018-0.827,16 35 09.30, -48 46 46.8,J2000,-53.3,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,179.6
17,27/01/2011,336.83,-0.375,336.830-0.375,16 36 26.19, -47 52 31.1,J2000,-22.8,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,33.9
17,27/01/2011,336.958,-0.977,336.958-0.977,16 39 37.55, -48 10 58.4,J2000,-49.4,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,1.3
17,27/01/2011,337.097,-0.929,337.097-0.929,16 39 57.77, -48 02 49.1,J2000,-40.5,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,7.5
17,27/01/2011,337.844,-0.375,337.844-0.375,16 40 26.67, -47 07 13.4,J2000,-38.6,30 [data after UT2153 without ant 6 IF 1 Pol a],1740-517,4.4
17,27/01/2011,358.371,-0.468,358.371-0.468,17 43 31.95, -30 34 11.0,J2000,1.3,30 [data after UT2153 without ant 6 IF 1 Pol a],1830-210,46.9
17,27/01/2011,358.721,-0.126,358.721-0.126,17 43 02.31, -30 05 29.9,J2000,10.6,"30 [data after UT2153 without ant 6 IF 1 Pol a, poss delay jump last 6]",1830-210,3.6
